index,plaintext,ciphertext
1404,3c7f41d0c29050e878fe83a18520a1d0,59fb3a2c3946200961bde36ab8577f4a
1405,f1fd07430a4143a1e3fa0e8614828743,89db1d4f49acaa7e553bf8939b0a36ad
1406,c7f41d0c29050e868fe83a18520a1d0c,656ae7e339ec5462972bf5a291777856
1407,1fd07430a4143a183fa0e86148287430,cac46d42b63e024aa3f974916f913307
1408,7f41d0c29050e860fe83a18520a1d0c1,36fff12a3dcde276576eefacbf326b77
1409,fd07430a4143a182fa0e861482874304,af0078360376ede8d86d962aaeb5800a
1410,f41d0c29050e8608e83a18520a1d0c11,a0837d29d5b3d324eaab1dc955cc7128
1411,d07430a4143a1823a0e8614828743047,1040a67e7c80e17965ddb5ba10102b61
1412,41d0c29050e8608f83a18520a1d0c11f,e829520a360c601509dbb944d1e38a51
1413,07430a4143a1823f0e8614828743047e,2b102439285e52eaab88b4358054e4b6
1414,1d0c29050e8608fd3a18520a1d0c11fa,137a194d49e8cb1e71e30f5fb061cd4e
1415,7430a4143a1823f4e8614828743047e8,f0547d551057cf629c45aa3e769e9046
1416,d0c29050e8608fd1a18520a1d0c11fa3,cb5301963e5839c670eda61a430513d4
1417,430a4143a1823f478614828743047e8f,afb50d71b4326879f8890a498736eb22
1418,0c29050e8608fd1f18520a1d0c11fa3f,f56b4fafa6b9cb9c4643cb27457e4054
1419,30a4143a1823f47e614828743047e8fd,f8db9e1503b16d97836536d55edd8e1b
1420,c29050e8608fd1fb8520a1d0c11fa3f6,6549133b6e49f14015c6f4b35cd1f9eb
1421,0a4143a1823f47ed14828743047e8fdb,c6f1a254064be692efceb30d6c17448f
1422,29050e8608fd1fb7520a1d0c11fa3f6f,6d42ba908fe0ee9ddd743b18c8cbfecd
1423,a4143a1823f47ede4828743047e8fdbd,7110efca057ea1988b9c2d7f38872087
1424,9050e8608fd1fb7a20a1d0c11fa3f6f4,4dfe266f57815cc40fc67e86322fbaba
1425,4143a1823f47ede8828743047e8fdbd1,7d5d903381b9109d5523b22201fb676f
1426,050e8608fd1fb7a30a1d0c11fa3f6f46,435ebed8615ec2b477afa1bef2502da2
1427,143a1823f47ede8d28743047e8fdbd1b,e7cc9c6a8858f3b85f8a3737d8285be1
1428,50e8608fd1fb7a37a1d0c11fa3f6f46e,9110c764835d6b12d8e3c6f1a14e10d8
1429,43a1823f47ede8dd8743047e8fdbd1bb,3f42b5621717aeab2577ea65952b6818
1430,0e8608fd1fb7a3771d0c11fa3f6f46ef,1898b65894789f12457e4fa7746d52a4
1431,3a1823f47ede8dde743047e8fdbd1bbc,069df7453f777a6a0c4fffdda4597c63
1432,e8608fd1fb7a3778d0c11fa3f6f46ef1,affa8255e5f844527f63d513804720db
1433,a1823f47ede8dde343047e8fdbd1bbc7,e95daee71919773fbd9a00ba36615cbd
1434,8608fd1fb7a3778f0c11fa3f6f46ef1f,63cc552a7a67e467583372f886fecf18
1435,1823f47ede8dde3f3047e8fdbd1bbc7e,1ef763594f59d7edbe9f290f8fec7e26
1436,608fd1fb7a3778fdc11fa3f6f46ef1fb,c19709d6f472ea7508ea586e702d0b3d
1437,823f47ede8dde3f6047e8fdbd1bbc7ed,bde4bba21b31ea882244e64f699e9cb7
1438,08fd1fb7a3778fda11fa3f6f46ef1fb5,1acf7cbbd4a138c4630323451a8a5476
1439,23f47ede8dde3f6b47e8fdbd1bbc7ed6,24b6be9143fa73cac0dc809e009c0d18
1440,8fd1fb7a3778fdad1fa3f6f46ef1fb5a,cc9ee9d2316de2e8f50e81c4f58bf698
1441,3f47ede8dde3f6b47e8fdbd1bbc7ed68,7091e8c09ca62665939fd26eee6e5855
1442,fd1fb7a3778fdad1fa3f6f46ef1fb5a2,8e9567bc260ff23ce8984df4e9dd00f9
1443,f47ede8dde3f6b44e8fdbd1bbc7ed689,954a171c268834a57e4cb2e16db173eb
1444,d1fb7a3778fdad13a3f6f46ef1fb5a27,2045e2a3a4355f38031f6deca860b2cf
1445,47ede8dde3f6b44f8fdbd1bbc7ed689f,42422283a619f5ac2bcf9962d4cdc375
1446,1fb7a3778fdad13e3f6f46ef1fb5a27c,eef065e605010f0fc947b6d67d1b46d5
1447,7ede8dde3f6b44f8fdbd1bbc7ed689f1,3f38d9937962d072a63eb960ed656a47
1448,fb7a3778fdad13e2f6f46ef1fb5a27c4,dbb4a009316d98709491520b661c59ba
1449,ede8dde3f6b44f89dbd1bbc7ed689f13,346135dddb641eb495d457f6fc79341c
1450,b7a3778fdad13e266f46ef1fb5a27c4c,169f72046b59bab77338d2efad40b3ef
1451,de8dde3f6b44f898bd1bbc7ed689f130,d520aec4c4ce66bf5b39212a78f1c120
1452,7a3778fdad13e261f46ef1fb5a27c4c3,a0b3b7799f31464ce086549afcd7cb25
1453,e8dde3f6b44f8987d1bbc7ed689f130f,5614f1b7a8828d6cd1233cfb83fd9a13
1454,a3778fdad13e261f46ef1fb5a27c4c3f,d57e7ca6b7d40b7f2d4daff31ce00121
1455,8dde3f6b44f8987f1bbc7ed689f130fe,ae4ca1b53f1239e38b1e1448a28cbbe5
1456,3778fdad13e261fc6ef1fb5a27c4c3f9,20da21b1b91bc3cda7862062939b26c7
1457,dde3f6b44f8987f2bbc7ed689f130fe4,b44ba82fbc3af88480f8a9be3154151b
1458,778fdad13e261fc9ef1fb5a27c4c3f92,c530f147ceef1ef2dda429b1c3abe9ec
1459,de3f6b44f8987f25bc7ed689f130fe4a,0a67fb5309a511f57b8421e9791c2d5d
1460,78fdad13e261fc95f1fb5a27c4c3f92b,51b285812dff5a87fc79e02245624600
1461,e3f6b44f8987f257c7ed689f130fe4ae,aebbcb259a5513a2dd4f430aaf9303ae
1462,8fdad13e261fc95c1fb5a27c4c3f92b8,f18c344f1fe3c11e406d332611d59c42
1463,3f6b44f8987f25707ed689f130fe4ae0,11c75697eb913897319312b327c8c948
1464,fdad13e261fc95c1fb5a27c4c3f92b82,0ee3ec4879e5c8f24a0f9ef1d37850e5
1465,f6b44f8987f25704ed689f130fe4ae09,0cea3466de0abf9c9abff8ba5356588e
1466,dad13e261fc95c13b5a27c4c3f92b826,3bd99b6f88921ebba24445447da2eb07
1467,6b44f8987f25704cd689f130fe4ae098,2495b04037279eeda0b9bff9d2b18f65
1468,ad13e261fc95c1315a27c4c3f92b8262,09d6cc8ecc760b9f50df85343584a0a4
1469,b44f8987f25704c5689f130fe4ae098a,772dea95cac4b04c4a2d7095d8a917ec
1470,d13e261fc95c1314a27c4c3f92b82629,0a8346045cecf80603a560a82fd66de1
1471,44f8987f25704c5389f130fe4ae098a7,28aa8f26da286fd953c7d7d9f3f60541
1472,13e261fc95c1314e27c4c3f92b82629d,69b39ed67c444b14bf9a0af0c3b80aa4
1473,4f8987f25704c53a9f130fe4ae098a74,5f8612907246ccf7d4034f89562d7334
1474,3e261fc95c1314e97c4c3f92b82629d2,ed758318c0b35b7ea649ee304b45ff9a
1475,f8987f25704c53a5f130fe4ae098a74a,232b4dd428251f14e4828df22a652a1c
1476,e261fc95c1314e95c4c3f92b82629d2a,3cfc6fd86ead25034ef1f45b577775e1
1477,8987f25704c53a54130fe4ae098a74a8,38b7f0619de0c71e31a16494c7504c12
1478,261fc95c1314e9514c3f92b82629d2a2,4cf719553998c90c5567152724778140
1479,987f25704c53a54430fe4ae098a74a89,0fdd6ebce17fe3ae2e601f3b56156303
1480,61fc95c1314e9513c3f92b82629d2a27,424622f54cc91f1dbdf54ca85a0c7fea
1481,87f25704c53a544e0fe4ae098a74a89d,64c536ed2d65fb7a75f25aedfdf1a193
1482,1fc95c1314e9513b3f92b82629d2a276,5cfd8e67d8f36b7557efda540d0743c0
1483,7f25704c53a544ecfe4ae098a74a89d9,d6ab7b806bbcdbba4fc7e7505a80ca7c
1484,fc95c1314e9513b2f92b82629d2a2764,d085e001096a1b5a797e1e0f46f822b5
1485,f25704c53a544ec8e4ae098a74a89d91,36c8024ae3f589acb8b8de76967b2f93
1486,c95c1314e9513b2292b82629d2a27645,f489a02905771ec9e0d65664837affdb
1487,25704c53a544ec8a4ae098a74a89d914,857be10fb9a369e0dbfe3be2d087fd6c
1488,95c1314e9513b2282b82629d2a276450,5d6ad11b415ac4497aa63ef14cca1343
1489,5704c53a544ec8a1ae098a74a89d9142,2005b6825d619ffe7452cb184d7ce3b2
1490,5c1314e9513b2284b82629d2a2764509,3cfd432a48470e1dd758643c13ef5ef8
1491,704c53a544ec8a13e098a74a89d91426,8ea01cbe78f5fd32e99a055104b34c26
1492,c1314e9513b2284c82629d2a27645098,dae53209df33a81253aaa58a90d6135a
1493,04c53a544ec8a131098a74a89d914262,aee4aac0d8b544e61b2df29b529f201f
1494,1314e9513b2284c52629d2a27645098b,94ea13819b9b4a7264f6618a3a7ed19d
1495,4c53a544ec8a131698a74a89d914262c,a22c7ffb84815a2228debf60cad471fc
1496,314e9513b2284c59629d2a27645098b3,a1894968d4a7a755467004496a6d1722
1497,c53a544ec8a131678a74a89d914262ce,466b716d9b63d44885b0e5a8d57549c9
1498,14e9513b2284c59c29d2a27645098b39,d260797aadb6c1358c8e2c2efb05d818
1499,53a544ec8a131673a74a89d914262ce6,3f5ac9344f05a4c6ac330bfd54a79acd
1500,4e9513b2284c59cd9d2a27645098b39a,47d3bd8db4e6e2e9a151b659d22b0a64
1501,3a544ec8a131673574a89d914262ce6a,6f1de55e4d7389c852cc60c801f8b36a
1502,e9513b2284c59cd4d2a27645098b39a9,5daa7e2fadb79b68cb655799d2b4bd8b
1503,a544ec8a131673534a89d914262ce6a7,803e0ba92fd1c57b8f741a79b755c94b
1504,9513b2284c59cd4e2a27645098b39a9c,d8a836c887b387225d896f14fd36ddf6
1505,544ec8a131673539a89d914262ce6a72,e8681fd714ef072de166e09e80a336cc
1506,513b2284c59cd4e4a27645098b39a9c8,7b7c816010f0a7c45e8a2d6de29b4e1d
1507,44ec8a131673539189d914262ce6a723,90b8c9735606cdde5162fbfc8600cee4
1508,13b2284c59cd4e4627645098b39a9c8d,cf5393f773a7107cf7dbe7daeafcaf85
1509,4ec8a1316735391a9d914262ce6a7234,35f8f2ebd23c5b564ea395e1498b56db
1510,3b2284c59cd4e4697645098b39a9c8d2,08a3a2921ac183d4d2c460ad352cfb78
1511,ec8a1316735391a4d914262ce6a72349,febf990e63cbc0b0f0e8d271d97e125b
1512,b2284c59cd4e4692645098b39a9c8d24,fda6f92c1e831f680cba974b325a1534
1513,c8a1316735391a49914262ce6a723493,beb2d8198d05103256d6242703c4ae54
1514,2284c59cd4e4692645098b39a9c8d24c,f22a7dd7260bff8cef37b42505276b63
1515,8a1316735391a49914262ce6a7234932,f296975fef116c016f0c758b979c06c9
1516,284c59cd4e4692655098b39a9c8d24cb,441d0c443af9cb8adee2686e2abb85ff
1517,a1316735391a49964262ce6a7234932d,4bce7bdc9089cbcb852cdd35314d8934
1518,84c59cd4e469265b098b39a9c8d24cb7,8a85f456e3c54020e2c753d0725b9b4e
1519,1316735391a4996f262ce6a7234932df,139c578a95c8be07909907ea2ff19cea
1520,4c59cd4e469265be98b39a9c8d24cb7c,a955de0092317d5bb0d7e9be30402d44
1521,316735391a4996f962ce6a7234932df3,15f934f064bc859e47e27e58c47ee723
1522,c59cd4e469265be78b39a9c8d24cb7ce,95b7823b3e3055584ad3bd244dcd8136
1523,16735391a4996f9c2ce6a7234932df39,bec97990229a748cc87a1cc3d4be5bce
1524,59cd4e469265be73b39a9c8d24cb7ce7,b8601386cf90aa0676522ca37433df9a
1525,6735391a4996f9cece6a7234932df39d,654377fc5b53d060660ac1351494d829
1526,9cd4e469265be73b39a9c8d24cb7ce77,8e29c6d043c55fcd2266694740c26eea
1527,735391a4996f9ceee6a7234932df39dc,919c3854276202eee1899814bd56f3db
1528,cd4e469265be73b89a9c8d24cb7ce771,d2c1f224bbd7c46eef3cea5cfe803ffd
1529,35391a4996f9cee36a7234932df39dc7,d4ce0dc3b5c0f28a38ad575a0b5d0a8c
1530,d4e469265be73b8ea9c8d24cb7ce771d,2111dded1c1756488e5009061f7b11f7
1531,5391a4996f9cee3aa7234932df39dc74,64eed6023db96ffdc94f073a2dc22eb6
1532,4e469265be73b8e99c8d24cb7ce771d2,ae73c6d91b17778f03906d7fb430b68a
1533,391a4996f9cee3a57234932df39dc74a,c596803093e3cfed73acf5cfbbd2c154
1534,e469265be73b8e94c8d24cb7ce771d28,b054728fe0ebf3b63332deeb94dbb6cc
1535,91a4996f9cee3a51234932df39dc74a2,eed27b66a542f345a31d8baacd849812
1536,469265be73b8e9448d24cb7ce771d289,df915796a3985a2444558a082a5d5b08
1537,1a4996f9cee3a51234932df39dc74a24,02b63d6d7152a92a4fe41aa47983c676
1538,69265be73b8e9449d24cb7ce771d2892,aace01ee680aa1167182c589f3fc4be6
1539,a4996f9cee3a51254932df39dc74a24b,066bc7195326ebdfa5a50e83a05ed9e8
1540,9265be73b8e9449624cb7ce771d2892c,b02e90843113703d05fd9fedc93ddfdf
1541,4996f9cee3a51258932df39dc74a24b0,b219153e39655d4241b2738c5fa69e06
1542,265be73b8e9449604cb7ce771d2892c0,4a782a2ee1d41fdf3e941d1a755c5bed
1543,996f9cee3a51258032df39dc74a24b01,1d9233d532a82f4ccdc5151e22be2fdd
1544,65be73b8e9449603cb7ce771d2892c07,9df5bf635b04c001ab76ae0d81386d8b
1545,96f9cee3a512580f2df39dc74a24b01e,7f82dd31df6720370bc23990a48da652
1546,5be73b8e9449603db7ce771d2892c07b,444194f01fa98ce1ffb06ef7bc0b3c85
1547,6f9cee3a512580f6df39dc74a24b01ec,d8d956e8f07618bd808eedeae55abba3
1548,be73b8e9449603d87ce771d2892c07b1,c21ceab431bf04491ed7ce5872d2b0a9
1549,f9cee3a512580f63f39dc74a24b01ec6,5baa889a558610beebe058d009793c38
1550,e73b8e9449603d8dce771d2892c07b1a,04b6afd33d2113c3624850e3e5dea361
1551,9cee3a512580f63539dc74a24b01ec6b,fbd0c7f500854c4f5bee55a78dfdfd49
1552,73b8e9449603d8d6e771d2892c07b1ac,095901b134caa213efb4259bbbeb6a02
1553,cee3a512580f63589dc74a24b01ec6b1,fde8ee7269b24b7f40b1cba0b9b36484
1554,3b8e9449603d8d63771d2892c07b1ac6,809204c7ebd4617affb2b17c67516494
1555,ee3a512580f6358cdc74a24b01ec6b19,e36df4e4452fc587b6875048f12b595e
1556,b8e9449603d8d63271d2892c07b1ac65,82d29a917c6155e07e542f46ec0f6327
1557,e3a512580f6358cac74a24b01ec6b194,19262734177bcbd0985dd3ebd55fcbaa
1558,8e9449603d8d63281d2892c07b1ac650,3f422cb988367e830806ff30c6ab81f6
1559,3a512580f6358ca074a24b01ec6b1940,fc9f1ffb0ad5a64dd33b6388fed011e9
1560,e9449603d8d63280d2892c07b1ac6501,d66ff2545bc6ea60348ffef27e29b93e
1561,a512580f6358ca034a24b01ec6b19407,70ca9c757b0d84da2c1c00b0129573ac
1562,9449603d8d63280e2892c07b1ac6501c,0bfacc61f0425cf0c8f1eb17c28c8160
1563,512580f6358ca039a24b01ec6b194072,2a190ef1a0f0995ddc4f59659f46b487
1564,449603d8d63280e5892c07b1ac6501cb,efad5a5ad891215421c1be7fc8f791da
1565,12580f6358ca039624b01ec6b194072d,752091c7e992c01e858fcb73a4e49f3b
1566,49603d8d63280e5a92c07b1ac6501cb4,30d6543de41946cfb88d206e5c0422db
1567,2580f6358ca039684b01ec6b194072d0,1b145c198ba1566f6528556d55f7d8b3
1568,9603d8d63280e5a02c07b1ac6501cb40,a0f8a655b98373aa1c789e947d42c2a1
1569,580f6358ca039681b01ec6b194072d03,4f85b39f425fbde1407ebac689e743fe
1570,603d8d63280e5a06c07b1ac6501cb40d,25f56512a233d62c09dbe5ceb2d384ff
1571,80f6358ca039681a01ec6b194072d035,9d98abda9c4022e2e4565d5c90b71979
1572,03d8d63280e5a06a07b1ac6501cb40d4,2d7ff4f4c4821f9da7a6a3df3b8daef2
1573,0f6358ca039681a81ec6b194072d0351,ace627249bd4aaf30473732159d0c030
1574,3d8d63280e5a06a27b1ac6501cb40d44,375a21358e8fb4722694aee1ff4ad58a
1575,f6358ca039681a89ec6b194072d03513,2fbd24d8b8924f98022d252fa3269374
1576,d8d63280e5a06a27b1ac6501cb40d44e,3fef1257e01a01bf9185c71de3f01d08
1577,6358ca039681a89cc6b194072d035139,69cb5d7a263b522ab056f9729afa58aa
1578,8d63280e5a06a2721ac6501cb40d44e4,dd362161fbfb45ba7fa115b4b152ad18
1579,358ca039681a89c86b194072d0351391,b3dd54a158a43b5296bd40d2521ab4cd
1580,d63280e5a06a2722ac6501cb40d44e45,eaf9fd6b321209a68caa52770670dc00
1581,58ca039681a89c8ab194072d03513915,2faa0beb3d2ee1036e177c9b7d2685c9
1582,63280e5a06a2722ac6501cb40d44e455,b00121513083649657e48ab2a78c773c
1583,8ca039681a89c8aa194072d035139154,60dad2a3e5d772e34ea60adbdc3307d8
1584,3280e5a06a2722a86501cb40d44e4551,d1e8c3e72b435513bc4d199215158140
1585,ca039681a89c8aa394072d0351391547,b12e3e4b545b4c77e7c9e2f832aad24b
1586,280e5a06a2722a8e501cb40d44e4551d,a06a9ce2a32f87164af6208be9a984b7
1587,a039681a89c8aa3a4072d03513915475,443d7e46c3364443285df3a7ac4d994c
1588,80e5a06a2722a8eb01cb40d44e4551d7,499ff6af42054dd2227e6ea61310d639
1589,039681a89c8aa3ae072d03513915475c,4a2ead19f67703a4ecf6fd9261447f18
1590,0e5a06a2722a8eb81cb40d44e4551d71,27440aa5d3ba8c36b5204a60aefad94f
1591,39681a89c8aa3ae272d03513915475c4,c7c7efe5344cccd4440011590cd0c5de
1592,e5a06a2722a8eb88cb40d44e4551d710,826e50630991c03ff37860825ab132a4
1593,9681a89c8aa3ae212d03513915475c42,13bcb86413b0fef8e89bab4c97d7e8d8
1594,5a06a2722a8eb885b40d44e4551d710b,69b642dd13d3503942d38dc0e3181002
1595,681a89c8aa3ae216d03513915475c42c,027b15f26cbf2a3c7b0c0d4366cf61c5
1596,a06a2722a8eb885940d44e4551d710b3,8703060b1ae2f4506a1f5ee826a1b2e1
1597,81a89c8aa3ae216703513915475c42cf,bfba93c1fbf87161451db82dba75519f
1598,06a2722a8eb8859e0d44e4551d710b3c,e2e3026cb86a3768e7b94d9dc8848076
1599,1a89c8aa3ae216793513915475c42cf2,463f37e554369901963d4de45c85b0c9
1600,6a2722a8eb8859e5d44e4551d710b3ca,a3fa63a62831ea51c8371ad83c69654a
1601,a89c8aa3ae216795513915475c42cf2a,3e8b666418e4c5b68170f987ae45cb25
1602,a2722a8eb8859e5444e4551d710b3ca9,547b956e3ba39b6ca7bb7a2aa1ba6d56
1603,89c8aa3ae216795313915475c42cf2a6,820f941f39e003b49ca16e2f6ed66187
1604,2722a8eb8859e54d4e4551d710b3ca9a,77014281bf6b7083522de80e254239c4
1605,9c8aa3ae216795343915475c42cf2a69,8f3786a3272cba3977bf69c0ad452709
1606,722a8eb8859e54d2e4551d710b3ca9a4,90a67cfd1cb5f9ade1532a9563019bb9
1607,c8aa3ae216795348915475c42cf2a691,d628308a3b66148cbbf3c84d930dbad3
1608,22a8eb8859e54d224551d710b3ca9a44,fbd4efb76194e7fa994cb1f425d12ed2
1609,8aa3ae216795348915475c42cf2a6912,605cc21315fa0cde6ca4afc49aa967d2
1610,2a8eb8859e54d225551d710b3ca9a44b,a674e16f6ed6ce31a70219a7bb56a9b0
1611,aa3ae216795348965475c42cf2a6912c,50abdc2c0d8ee27a9bc62a28077b9d37
1612,a8eb8859e54d225851d710b3ca9a44b0,cabbd04645da4c71051295dd4953a974
1613,a3ae216795348960475c42cf2a6912c1,c08c5edde73c35c8565f28f1f247d4ae
1614,8eb8859e54d225831d710b3ca9a44b06,31eefe4b0b97d88a43b69340010711ce
1615,3ae216795348960c75c42cf2a6912c18,86a85398f7a2c0908092ad1231b346c9
1616,eb8859e54d225830d710b3ca9a44b061,333459b32c0e0c6cc3613eb3a484d94a
1617,ae216795348960c35c42cf2a6912c186,3a0f131c069aed321db81094f6a40e5f
1618,b8859e54d225830d710b3ca9a44b061b,ab4b61b2664fdf8cbcd1bd1a3d908d20
1619,e216795348960c36c42cf2a6912c186c,96d1081a2ad1b6511308e70380f0a498
1620,8859e54d225830d810b3ca9a44b061b0,307e5a7ce3758048d6a9b5f93643ee9d
1621,216795348960c36142cf2a6912c186c2,22c073a8494330c7573bf2ecb3c287da
1622,859e54d225830d850b3ca9a44b061b0b,f8a5c569c3f8119f4aa80489d30fec94
1623,16795348960c36172cf2a6912c186c2f,2e4cc158255dd5aa90c7c0ae8ae4646a
1624,59e54d225830d85fb3ca9a44b061b0bf,3d60ba1518a4d135c562e0be1e7a0bdd
1625,6795348960c3617ecf2a6912c186c2fd,4096907cd8cd02c6b8e2ccfb7902bfea
1626,9e54d225830d85fb3ca9a44b061b0bf7,4b76d3646446d08f4aa62553806e3edc
1627,795348960c3617eef2a6912c186c2fdd,bc2b974e21acbf50c27da836703da158
1628,e54d225830d85fbbca9a44b061b0bf76,61c317d06cae8fc0f5ef3bf54b1bbc14
1629,95348960c3617eed2a6912c186c2fdda,1bf68725aa0ebd58c06bf55f180c3d1e
1630,54d225830d85fbb5a9a44b061b0bf76a,acc893fc34981bb6a6bba0fe5b4377d0
1631,5348960c3617eed4a6912c186c2fdda8,c48595738db05c74ea42b9c331b329de
1632,4d225830d85fbb519a44b061b0bf76a2,e9fb309853fde4cf8534b55a5016f111
1633,348960c3617eed456912c186c2fdda8b,b289c3cae8ce7c58c3e0a9f205cd3523
1634,d225830d85fbb516a44b061b0bf76a2d,83b9eb4595f6225c693e0acf194f7673
1635,48960c3617eed45b912c186c2fdda8b6,f419498a2251b4065157b31f694c7041
1636,225830d85fbb516c44b061b0bf76a2d8,21eb94da63a226a1926569ef0e52dc6d
1637,8960c3617eed45b112c186c2fdda8b62,7b39c9d8bff4ec481ceee1d0a8c3d3ac
1638,25830d85fbb516c54b061b0bf76a2d8a,ee45d2bdddaf72716c770781e9d605ff
1639,960c3617eed45b142c186c2fdda8b628,eb55844e24ec127bf9c40b210c8a920c
1640,5830d85fbb516c51b061b0bf76a2d8a3,f5196dfeeefdcdcf262b5d15f6f115a7
1641,60c3617eed45b146c186c2fdda8b628d,8e6ea12589eeaac2d8adc633f8e44ffd
1642,830d85fbb516c51a061b0bf76a2d8a35,ec148cd26a7d6763ac17bd7e6bc3f711
1643,0c3617eed45b146a186c2fdda8b628d5,c27dda9d62b26fb04db769ac1f7735ce
1644,30d85fbb516c51aa61b0bf76a2d8a355,2df56e460318e850209b347182ecee7d
1645,c3617eed45b146ab86c2fdda8b628d56,fbec893f58975bec77ac2fa73eca8689
1646,0d85fbb516c51aad1b0bf76a2d8a355b,a35ca6a3f0be2d3a6ce96a5b7efc8be7
1647,3617eed45b146ab66c2fdda8b628d56d,7c9c9f8c78369b6aaa1f96d9d89272ad
1648,d85fbb516c51aadab0bf76a2d8a355b4,4dd0335e54aca660b9d8b372ae7fac24
1649,617eed45b146ab68c2fdda8b628d56d1,189dbc48634c5a0e23b8695be3cac4dd
1650,85fbb516c51aada20bf76a2d8a355b45,b5955cd5fd07c74a586652b10683e1bb
1651,17eed45b146ab68b2fdda8b628d56d17,4da3ac0472aaf143b9380e3c1b97b799
1652,5fbb516c51aada2fbf76a2d8a355b45f,4c46197f511974842295e9e7033ba9a2
1653,7eed45b146ab68bffdda8b628d56d17f,4537f039d4cbd7780dd4e123d4985d3d
1654,fbb516c51aada2fef76a2d8a355b45fc,a21534c7da5b8efbcbce61e34e724d5e
1655,eed45b146ab68bf9dda8b628d56d17f3,8c3340c38ff851764759bf07aeb40581
1656,bb516c51aada2fe676a2d8a355b45fcd,5176ec395b6a886b07efa4a6ffe07363
1657,ed45b146ab68bf9ada8b628d56d17f35,e99dabb5c904c1cdcbc1b519c3a1430d
1658,b516c51aada2fe6a6a2d8a355b45fcd4,ba6f0685e02b37b55d5a799971ca3cee
1659,d45b146ab68bf9a8a8b628d56d17f351,9e8a0eece8696a831715f8241bb1afda
1660,516c51aada2fe6a2a2d8a355b45fcd44,0f4910d12393d3fe5f7b8127fc7aff1b
1661,45b146ab68bf9a898b628d56d17f3513,3c0831f3dfe35d8719ec1a28fff36cc2
1662,16c51aada2fe6a262d8a355b45fcd44d,b3a7c996834ef83284c30fa7275e233a
1663,5b146ab68bf9a89bb628d56d17f35137,2a8ca71cbfbeb2b9cd5d7917759ede9b
1664,6c51aada2fe6a26ed8a355b45fcd44dc,072b10c5b486f0a544a2ec7bc59e81b6
1665,b146ab68bf9a89b8628d56d17f351370,76350d7e06f4ab8c9c442b1b30dd993a
1666,c51aada2fe6a26e18a355b45fcd44dc2,955e7a676137b6b69aadc098b13acfba
1667,146ab68bf9a89b8428d56d17f3513709,f8bfdbd27e7396672f28ac97353b42b7
1668,51aada2fe6a26e13a355b45fcd44dc26,e618871f9d816240d516bd789081e64e
1669,46ab68bf9a89b84d8d56d17f3513709b,021cf9228ff15479db4778ed18099ed8
1670,1aada2fe6a26e136355b45fcd44dc26c,bdcd937a035fc336576fd85a56c9cca8
1671,6ab68bf9a89b84d9d56d17f3513709b2,a398f38b8eb8fab760b3f56c22b2de9d
1672,aada2fe6a26e136555b45fcd44dc26ca,e6403e3ad25af30e4abd41e37710c56d
1673,ab68bf9a89b84d9456d17f3513709b28,7a26f682570509175308b3278e79decd
1674,ada2fe6a26e136505b45fcd44dc26ca0,7937050cdaba6db1d5b450eb26600bd2
1675,b68bf9a89b84d9416d17f3513709b282,44bff2c9284f614f1dea1b6fd0cd0513
1676,da2fe6a26e136504b45fcd44dc26ca08,1d9a076ed3deef54fac9c8ae95449446
1677,68bf9a89b84d9410d17f3513709b2820,609cd4cebd8569080172ac73fdb6e6c7
1678,a2fe6a26e136504145fcd44dc26ca083,4fa37c241daebc76e523e02c5dc4ca18
1679,8bf9a89b84d9410717f3513709b2820e,47375282360abcee8ede898e6d461f94
1680,2fe6a26e1365041d5fcd44dc26ca083b,ebb372a17c7d22765bc07eab6508401c
1681,bf9a89b84d9410777f3513709b2820ef,857d814b567abba47f05f317c3e98dd8
1682,fe6a26e1365041dffcd44dc26ca083be,6f5bfa091f9ab54981fe140c97f5433a
1683,f9a89b84d941077cf3513709b2820ef8,84d997f26f399d4c86e48284f65ccde0
1684,e6a26e1365041df1cd44dc26ca083be2,7d6249ae8d52e45567cfb84e615e388f
1685,9a89b84d941077c53513709b2820ef8b,2b4f99f4a21ecbab05aa73ad9d539eb2
1686,6a26e1365041df17d44dc26ca083be2e,0b99c8babc7a6f4a2e079cc5bfc3e54b
1687,a89b84d941077c5d513709b2820ef8ba,3387b159dee2ec2543076883069e4acc
1688,a26e1365041df17444dc26ca083be2e9,ba4be5045936eef0e48c435c7a0c8b0b
1689,89b84d941077c5d313709b2820ef8ba6,dddb3f1e4dddea776fb45e480b5f27b6
1690,26e1365041df174d4dc26ca083be2e9a,b4f8a40930653835be821c120974eeca
1691,9b84d941077c5d343709b2820ef8ba69,818fc46a041708fbd97c0e9cac97b7de
1692,6e1365041df174d3dc26ca083be2e9a6,d5024dd068443c9031b51c947eb882e1
1693,b84d941077c5d34c709b2820ef8ba699,564284cb640a65f2087b3dfc22347106
1694,e1365041df174d32c26ca083be2e9a64,ad7d7bbe325b70a33e11701e301d1050
1695,84d941077c5d34c809b2820ef8ba6991,98f9a4432227db28f9c875865475d65d
1696,1365041df174d32326ca083be2e9a647,d91c322ccf0ffd4235e68c07451385d4
1697,4d941077c5d34c8e9b2820ef8ba6991c,501fa8d59c6b07987b3a5938ce5ee782
1698,365041df174d32396ca083be2e9a6473,ee78be394f35cc82e6ce0c672b379db9
1699,d941077c5d34c8e6b2820ef8ba6991cc,870b4f0c44b61e877c388d11a20f1e2f
